  4.12077E-03,  4.31457E-03,  4.51774E-03,  4.73067E-03,  4.95370E-03,  5.18719E-03,  5.43147E-03,  5.68683E-03,  5.95355E-03,  6.23183E-03,  6.52188E-03,  6.82375E-03,  7.13751E-03,  7.46305E-03,  7.80020E-03,  8.14868E-03,  8.50800E-03,  8.87756E-03,  9.25655E-03,  9.64399E-03,  1.00386E-02,  1.04390E-02,  1.08434E-02,  1.12499E-02,  1.16562E-02,  1.20597E-02,  1.24578E-02,  1.28474E-02,  1.32252E-02,  1.35878E-02,  1.39318E-02,  1.42535E-02,  1.45494E-02,  1.48160E-02,  1.50500E-02,  1.52485E-02,  1.54087E-02,  1.55286E-02,  1.56066E-02,  1.56414E-02,  1.56329E-02,  1.55811E-02,  1.54870E-02,  1.53519E-02,  1.51779E-02,  1.49674E-02,  1.47234E-02,  1.44489E-02,  1.41473E-02,  1.38223E-02,  1.34773E-02,  1.31158E-02,  1.27413E-02,  1.23570E-02,  1.19658E-02,  1.15708E-02,  1.11743E-02,  1.07786E-02,  1.03859E-02,  9.99785E-03,  9.61598E-03,  9.24157E-03,  8.87567E-03,  8.51917E-03,  8.17270E-03,  7.83680E-03,  7.51183E-03,  7.19800E-03,  6.89546E-03,  6.60424E-03,  6.32426E-03,  6.05542E-03,  5.79752E-03,  5.55035E-03,  5.31364E-03,  5.08710E-03,  4.87043E-03,  4.66328E-03,  4.46531E-03,
  4.09574E-03,  4.29373E-03,  4.50169E-03,  4.72007E-03,  4.94930E-03,  5.18977E-03,  5.44191E-03,  5.70609E-03,  5.98265E-03,  6.27191E-03,  6.57411E-03,  6.88947E-03,  7.21806E-03,  7.55992E-03,  7.91494E-03,  8.28290E-03,  8.66340E-03,  9.05587E-03,  9.45956E-03,  9.87347E-03,  1.02964E-02,  1.07267E-02,  1.11628E-02,  1.16024E-02,  1.20432E-02,  1.24824E-02,  1.29169E-02,  1.33433E-02,  1.37581E-02,  1.41574E-02,  1.45371E-02,  1.48930E-02,  1.52211E-02,  1.55173E-02,  1.57778E-02,  1.59989E-02,  1.61776E-02,  1.63114E-02,  1.63982E-02,  1.64368E-02,  1.64268E-02,  1.63683E-02,  1.62624E-02,  1.61109E-02,  1.59161E-02,  1.56810E-02,  1.54089E-02,  1.51036E-02,  1.47691E-02,  1.44095E-02,  1.40288E-02,  1.36312E-02,  1.32204E-02,  1.28001E-02,  1.23738E-02,  1.19444E-02,  1.15149E-02,  1.10877E-02,  1.06650E-02,  1.02486E-02,  9.84002E-03,  9.44067E-03,  9.05155E-03,  8.67351E-03,  8.30718E-03,  7.95298E-03,  7.61124E-03,  7.28210E-03,  6.96560E-03,  6.66169E-03,  6.37024E-03,  6.09102E-03,  5.82378E-03,  5.56823E-03,  5.32401E-03,  5.09077E-03,  4.86813E-03,  4.65568E-03,  4.45303E-03,
  4.06203E-03,  4.26389E-03,  4.47634E-03,  4.69988E-03,  4.93501E-03,  5.18224E-03,  5.44203E-03,  5.71487E-03,  6.00118E-03,  6.30137E-03,  6.61580E-03,  6.94476E-03,  7.28847E-03,  7.64704E-03,  8.02048E-03,  8.40864E-03,  8.81123E-03,  9.22777E-03,  9.65754E-03,  1.00996E-02,  1.05527E-02,  1.10153E-02,  1.14855E-02,  1.19612E-02,  1.24397E-02,  1.29180E-02,  1.33927E-02,  1.38602E-02,  1.43163E-02,  1.47566E-02,  1.51766E-02,  1.55713E-02,  1.59360E-02,  1.62660E-02,  1.65567E-02,  1.68038E-02,  1.70038E-02,  1.71534E-02,  1.72505E-02,  1.72934E-02,  1.72816E-02,  1.72154E-02,  1.70960E-02,  1.69255E-02,  1.67068E-02,  1.64433E-02,  1.61392E-02,  1.57988E-02,  1.54269E-02,  1.50282E-02,  1.46074E-02,  1.41693E-02,  1.37181E-02,  1.32581E-02,  1.27929E-02,  1.23261E-02,  1.18607E-02,  1.13993E-02,  1.09442E-02,  1.04974E-02,  1.00605E-02,  9.63472E-03,  9.22119E-03,  8.82063E-03,  8.43363E-03,  8.06054E-03,  7.70156E-03,  7.35676E-03,  7.02609E-03,  6.70940E-03,  6.40643E-03,  6.11688E-03,  5.84042E-03,  5.57663E-03,  5.32510E-03,  5.08539E-03,  4.85703E-03,  4.63955E-03,  4.43251E-03,
  4.01896E-03,  4.22429E-03,  4.44085E-03,  4.66920E-03,  4.90989E-03,  5.16354E-03,  5.43070E-03,  5.71193E-03,  6.00779E-03,  6.31879E-03,  6.64540E-03,  6.98801E-03,  7.34700E-03,  7.72258E-03,  8.11489E-03,  8.52391E-03,  8.94946E-03,  9.39115E-03,  9.84836E-03,  1.03202E-02,  1.08055E-02,  1.13026E-02,  1.18098E-02,  1.23246E-02,  1.28442E-02,  1.33655E-02,  1.38848E-02,  1.43979E-02,  1.49001E-02,  1.53866E-02,  1.58520E-02,  1.62907E-02,  1.66972E-02,  1.70658E-02,  1.73912E-02,  1.76684E-02,  1.78928E-02,  1.80609E-02,  1.81698E-02,  1.82176E-02,  1.82037E-02,  1.81285E-02,  1.79934E-02,  1.78008E-02,  1.75544E-02,  1.72584E-02,  1.69175E-02,  1.65371E-02,  1.61226E-02,  1.56796E-02,  1.52137E-02,  1.47302E-02,  1.42340E-02,  1.37299E-02,  1.32221E-02,  1.27143E-02,  1.22098E-02,  1.17114E-02,  1.12216E-02,  1.07424E-02,  1.02753E-02,  9.82176E-03,  9.38262E-03,  8.95861E-03,  8.55020E-03,  8.15767E-03,  7.78109E-03,  7.42041E-03,  7.07545E-03,  6.74595E-03,  6.43153E-03,  6.13181E-03,  5.84630E-03,  5.57452E-03,  5.31596E-03,  5.07007E-03,  4.83632E-03,  4.61416E-03,  4.40306E-03,
  3.96584E-03,  4.17420E-03,  4.39440E-03,  4.62709E-03,  4.87292E-03,  5.13256E-03,  5.40668E-03,  5.69597E-03,  6.00106E-03,  6.32262E-03,  6.66122E-03,  7.01743E-03,  7.39174E-03,  7.78452E-03,  8.19606E-03,  8.62648E-03,  9.07576E-03,  9.54362E-03,  1.00296E-02,  1.05329E-02,  1.10523E-02,  1.15864E-02,  1.21333E-02,  1.26905E-02,  1.32551E-02,  1.38236E-02,  1.43921E-02,  1.49558E-02,  1.55097E-02,  1.60481E-02,  1.65649E-02,  1.70537E-02,  1.75079E-02,  1.79209E-02,  1.82863E-02,  1.85982E-02,  1.88511E-02,  1.90405E-02,  1.91631E-02,  1.92167E-02,  1.92003E-02,  1.91144E-02,  1.89609E-02,  1.87428E-02,  1.84644E-02,  1.81307E-02,  1.77474E-02,  1.73210E-02,  1.68579E-02,  1.63648E-02,  1.58480E-02,  1.53136E-02,  1.47674E-02,  1.42145E-02,  1.36597E-02,  1.31071E-02,  1.25601E-02,  1.20219E-02,  1.14949E-02,  1.09811E-02,  1.04822E-02,  9.99943E-03,  9.53358E-03,  9.08526E-03,  8.65484E-03,  8.24243E-03,  7.84798E-03,  7.47129E-03,  7.11205E-03,  6.76982E-03,  6.44415E-03,  6.13448E-03,  5.84024E-03,  5.56081E-03,  5.29558E-03,  5.04390E-03,  4.80515E-03,  4.57872E-03,  4.36398E-03,
  3.90192E-03,  4.11279E-03,  4.33610E-03,  4.57259E-03,  4.82301E-03,  5.08812E-03,  5.36871E-03,  5.66555E-03,  5.97946E-03,  6.31119E-03,  6.66150E-03,  7.03109E-03,  7.42061E-03,  7.83063E-03,  8.26160E-03,  8.71384E-03,  9.18747E-03,  9.68243E-03,  1.01984E-02,  1.07347E-02,  1.12903E-02,  1.18638E-02,  1.24534E-02,  1.30564E-02,  1.36699E-02,  1.42903E-02,  1.49130E-02,  1.55331E-02,  1.61448E-02,  1.67417E-02,  1.73167E-02,  1.78626E-02,  1.83716E-02,  1.88357E-02,  1.92475E-02,  1.95995E-02,  1.98855E-02,  2.01001E-02,  2.02387E-02,  2.02989E-02,  2.02796E-02,  2.01813E-02,  2.00062E-02,  1.97581E-02,  1.94423E-02,  1.90647E-02,  1.86326E-02,  1.81534E-02,  1.76348E-02,  1.70846E-02,  1.65103E-02,  1.59189E-02,  1.53169E-02,  1.47100E-02,  1.41036E-02,  1.35021E-02,  1.29091E-02,  1.23280E-02,  1.17613E-02,  1.12109E-02,  1.06785E-02,  1.01651E-02,  9.67154E-03,  9.19818E-03,  8.74524E-03,  8.31265E-03,  7.90019E-03,  7.50750E-03,  7.13410E-03,  6.77941E-03,  6.44277E-03,  6.12353E-03,  5.82096E-03,  5.53433E-03,  5.26288E-03,  5.00590E-03,  4.76267E-03,  4.53245E-03,  4.31456E-03,
  3.82651E-03,  4.03926E-03,  4.26506E-03,  4.50471E-03,  4.75907E-03,  5.02901E-03,  5.31543E-03,  5.61924E-03,  5.94137E-03,  6.28274E-03,  6.64428E-03,  7.02687E-03,  7.43134E-03,  7.85846E-03,  8.30889E-03,  8.78316E-03,  9.28164E-03,  9.80447E-03,  1.03515E-02,  1.09223E-02,  1.15161E-02,  1.21315E-02,  1.27666E-02,  1.34191E-02,  1.40858E-02,  1.47629E-02,  1.54456E-02,  1.61283E-02,  1.68047E-02,  1.74676E-02,  1.81089E-02,  1.87199E-02,  1.92917E-02,  1.98150E-02,  2.02805E-02,  2.06796E-02,  2.10045E-02,  2.12482E-02,  2.14058E-02,  2.14738E-02,  2.14510E-02,  2.13379E-02,  2.11374E-02,  2.08541E-02,  2.04945E-02,  2.00660E-02,  1.95770E-02,  1.90369E-02,  1.84548E-02,  1.78397E-02,  1.72004E-02,  1.65449E-02,  1.58807E-02,  1.52142E-02,  1.45512E-02,  1.38963E-02,  1.32537E-02,  1.26266E-02,  1.20176E-02,  1.14285E-02,  1.08610E-02,  1.03158E-02,  9.79360E-03,  9.29462E-03,  8.81881E-03,  8.36592E-03,  7.93550E-03,  7.52700E-03,  7.13973E-03,  6.77294E-03,  6.42580E-03,  6.09749E-03,  5.78713E-03,  5.49385E-03,  5.21679E-03,  4.95510E-03,  4.70795E-03,  4.47453E-03,  4.25406E-03,
  3.73885E-03,  3.95278E-03,  4.18034E-03,  4.42242E-03,  4.67997E-03,  4.95397E-03,  5.24545E-03,  5.55545E-03,  5.88507E-03,  6.23540E-03,  6.60751E-03,  7.00252E-03,  7.42146E-03,  7.86533E-03,  8.33505E-03,  8.83138E-03,  9.35497E-03,  9.90623E-03,  1.04853E-02,  1.10920E-02,  1.17257E-02,  1.23853E-02,  1.30691E-02,  1.37748E-02,  1.44992E-02,  1.52382E-02,  1.59869E-02,  1.67393E-02,  1.74882E-02,  1.82255E-02,  1.89421E-02,  1.96278E-02,  2.02722E-02,  2.08639E-02,  2.13923E-02,  2.18465E-02,  2.22170E-02,  2.24953E-02,  2.26753E-02,  2.27525E-02,  2.27254E-02,  2.25948E-02,  2.23642E-02,  2.20394E-02,  2.16282E-02,  2.11399E-02,  2.05851E-02,  1.99744E-02,  1.93192E-02,  1.86300E-02,  1.79172E-02,  1.71898E-02,  1.64564E-02,  1.57240E-02,  1.49989E-02,  1.42862E-02,  1.35900E-02,  1.29138E-02,  1.22599E-02,  1.16303E-02,  1.10261E-02,  1.04481E-02,  9.89657E-03,  9.37157E-03,  8.87276E-03,  8.39963E-03,  7.95150E-03,  7.52756E-03,  7.12690E-03,  6.74857E-03,  6.39155E-03,  6.05483E-03,  5.73736E-03,  5.43814E-03,  5.15616E-03,  4.89046E-03,  4.64008E-03,  4.40412E-03,  4.18174E-03,
  3.63821E-03,  3.85254E-03,  4.08103E-03,  4.32468E-03,  4.58454E-03,  4.86169E-03,  5.15732E-03,  5.47260E-03,  5.80879E-03,  6.16716E-03,  6.54901E-03,  6.95563E-03,  7.38834E-03,  7.84837E-03,  8.33693E-03,  8.85509E-03,  9.40380E-03,  9.98380E-03,  1.05956E-02,  1.12393E-02,  1.19146E-02,  1.26207E-02,  1.33561E-02,  1.41188E-02,  1.49055E-02,  1.57121E-02,  1.65335E-02,  1.73632E-02,  1.81933E-02,  1.90147E-02,  1.98169E-02,  2.05884E-02,  2.13166E-02,  2.19883E-02,  2.25901E-02,  2.31093E-02,  2.35338E-02,  2.38533E-02,  2.40598E-02,  2.41480E-02,  2.41158E-02,  2.39643E-02,  2.36978E-02,  2.33236E-02,  2.28515E-02,  2.22929E-02,  2.16609E-02,  2.09685E-02,  2.02291E-02,  1.94553E-02,  1.86592E-02,  1.78511E-02,  1.70406E-02,  1.62355E-02,  1.54426E-02,  1.46672E-02,  1.39136E-02,  1.31851E-02,  1.24840E-02,  1.18119E-02,  1.11698E-02,  1.05581E-02,  9.97687E-03,  9.42570E-03,  8.90400E-03,  8.41094E-03,  7.94557E-03,  7.50679E-03,  7.09344E-03,  6.70433E-03,  6.33822E-03,  5.99392E-03,  5.67020E-03,  5.36588E-03,  5.07983E-03,  4.81092E-03,  4.55812E-03,  4.32041E-03,  4.09684E-03,
  3.52387E-03,  3.73771E-03,  3.96620E-03,  4.21044E-03,  4.47159E-03,  4.75085E-03,  5.04953E-03,  5.36900E-03,  5.71064E-03,  6.07596E-03,  6.46644E-03,  6.88365E-03,  7.32914E-03,  7.80446E-03,  8.31113E-03,  8.85057E-03,  9.42410E-03,  1.00329E-02,  1.06777E-02,  1.13592E-02,  1.20776E-02,  1.28323E-02,  1.36222E-02,  1.44456E-02,  1.52994E-02,  1.61796E-02,  1.70808E-02,  1.79961E-02,  1.89170E-02,  1.98335E-02,  2.07335E-02,  2.16036E-02,  2.24291E-02,  2.31941E-02,  2.38826E-02,  2.44786E-02,  2.49675E-02,  2.53361E-02,  2.55745E-02,  2.56759E-02,  2.56375E-02,  2.54608E-02,  2.51513E-02,  2.47181E-02,  2.41735E-02,  2.35320E-02,  2.28093E-02,  2.20217E-02,  2.11851E-02,  2.03146E-02,  1.94240E-02,  1.85254E-02,  1.76292E-02,  1.67441E-02,  1.58772E-02,  1.50342E-02,  1.42192E-02,  1.34354E-02,  1.26848E-02,  1.19687E-02,  1.12876E-02,  1.06417E-02,  1.00306E-02,  9.45338E-03,  8.90920E-03,  8.39681E-03,  7.91495E-03,  7.46217E-03,  7.03707E-03,  6.63816E-03,  6.26399E-03,  5.91312E-03,  5.58416E-03,  5.27575E-03,  4.98659E-03,  4.71545E-03,  4.46114E-03,  4.22255E-03,  3.99863E-03,
